rx,ry,rtheta,hx1,hy1,hx2,hy2
7.45687,8.22026,-7.90999,4,11.8,9,5.6
7.45631,8.21028,-7.88999,4,11.65,9,5.45
7.45595,8.20028,-7.86999,4,11.5,9,5.3
7.45579,8.19029,-7.84999,4,11.35,9,5.15
7.45583,8.18029,-7.82999,4,11.5,9,5
7.45607,8.17029,-7.80999,4,11.65,9,4.85
7.45651,8.1603,-7.90999,4,11.8,9,4.7
7.45595,8.15031,-8.00999,4,11.95,9,4.55
7.44196,8.06141,-7.93999,4,12.1,9,4.4
7.43423,7.97174,-7.86999,4,12.25,9,4.25
7.43279,7.88175,-7.79999,4,12.4,9,4.1
7.43711,7.80187,-7.71999,4,12.55,9,3.95
7.4478,7.72258,-7.64999,4,12.7,9,3.8
7.45995,7.66383,-7.55999,4,12.85,9,3.65
7.47734,7.6064,-7.46999,4,13,9,3.5
7.49982,7.55077,-7.37999,4,13.15,9,3.35
7.5272,7.49739,-7.31999,4,13.3,9,3.2
7.55265,7.45435,-7.22999,4,13.45,9,3.05
7.58186,7.41377,-7.13999,4,13.6,9,2.9
7.61461,7.37598,-7.04999,4,13.75,9,2.75
7.64341,7.34823,-6.96999,4,13.9,9,2.6
7.67434,7.32287,-6.88999,4,14.05,9,2.45
7.7072,7.30006,-6.81999,4,14.2,9,2.6
7.74158,7.2796,-6.74999,4,14.35,9,2.75
7.7773,7.2616,-6.67999,4,14.5,9,2.9
7.81419,7.24614,-6.60999,4,14.65,9,3.05
7.8426,7.23651,-6.54999,4,14.8,9,3.2
7.87154,7.2286,-6.48999,4,14.95,9,3.35
7.9009,7.22244,-6.43999,4,15.1,9,3.5
7.93053,7.21775,-6.38999,4,15.25,9,3.65
7.96036,7.21456,-6.33999,4,15.4,9,3.8
7.99031,7.21285,-6.28999,4,15.55,9,3.95
8.01031,7.21272,-6.24999,4,15.4,9,4.1
8.0303,7.21338,-6.20999,4,15.25,9,4.25
8.05025,7.21484,-6.16999,4,15.1,9,4.4
8.07012,7.2171,-6.12999,4,14.95,9,4.55
8.08989,7.22015,-6.09999,4,14.8,9,4.7
8.10955,7.2238,-6.06999,4,14.65,9,4.85
8.1291,7.22803,-6.03999,4,14.5,9,5
8.14851,7.23285,-6.00999,4,14.35,9,5.15
8.16777,7.23824,-5.97999,4,14.2,9,5.3
8.18686,7.24421,-5.94999,4,14.05,9,5.45
8.19631,7.24748,-5.91999,4,13.9,9,5.6
8.20565,7.25104,-5.89999,4,13.75,9,5.75
8.21493,7.25478,-5.87999,4,13.6,9,5.9
8.22413,7.2587,-5.85999,4,13.45,9,6.05
8.23324,7.26281,-5.83999,4,13.3,9,6.2
8.24228,7.26709,-5.81999,4,13.15,9,6.35
8.25123,7.27156,-5.79999,4,13,9,6.5
8.26008,7.27621,-5.77999,4,12.85,9,6.65
8.26884,7.28103,-5.75999,4,12.7,9,6.8
8.2775,7.28603,-5.73999,4,12.55,9,6.95
8.28606,7.2912,-5.71999,4,12.4,9,7.1
8.29452,7.29654,-5.70999,4,12.25,9,7.25
8.30292,7.30196,-5.69999,4,12.1,9,7.4
8.31127,7.30747,-5.68999,4,11.95,9,7.55
8.31956,7.31306,-5.67999,4,11.8,9,7.4
8.32779,7.31873,-5.66999,4,11.65,9,7.25
8.33597,7.32448,-5.65999,4,11.5,9,7.1
8.34409,7.33032,-5.64999,4,11.35,9,6.95
8.35215,7.33624,-5.63999,4,11.5,9,6.8
8.42417,7.39021,-5.62998,4,11.65,9,6.65
8.49564,7.44491,-5.61998,4,11.8,9,6.5
8.56657,7.50032,-5.60998,4,11.95,9,6.35
8.63693,7.55643,-5.59998,4,12.1,9,6.2
8.70673,7.61325,-5.58998,4,12.25,9,6.05
8.77596,7.67076,-5.57998,4,12.4,9,5.9
8.84461,7.72896,-5.56998,4,12.55,9,5.75
8.91267,7.78784,-5.55998,4,12.7,9,5.6
8.98015,7.8474,-5.54998,4,12.85,9,5.45
9.04702,7.90763,-5.53998,4,13,9,5.3
9.11329,7.96853,-5.52998,4,13.15,9,5.15
9.17894,8.03009,-5.51998,4,13.3,9,5
9.24398,8.0923,-5.50998,4,13.45,9,4.85
9.30839,8.15516,-5.50998,4,13.6,9,4.7
9.3728,8.21802,-5.50998,4,13.75,9,4.55
9.43721,8.28088,-5.50998,4,13.9,9,4.4
9.50162,8.34374,-5.50998,4,14.05,9,4.25
9.50878,8.35072,-5.50998,4,14.2,9,4.1
9.51594,8.35771,-5.50998,4,14.35,9,3.95
9.52309,8.36469,-5.50998,4,14.5,9,3.8
9.53025,8.37168,-5.51998,4,14.65,9,3.65
9.53747,8.37859,-5.52998,4,14.8,9,3.5
9.54477,8.38543,-5.54998,4,14.95,9,3.35
9.5522,8.39212,-5.56998,4,15.1,9,3.2
9.55976,8.39866,-5.58998,4,15.25,9,3.05
9.56745,8.40505,-5.60998,4,15.4,9,2.9
9.57527,8.41129,-5.62998,4,15.55,9,2.75
9.58321,8.41737,-5.65998,4,15.4,9,2.6
9.59133,8.4232,-5.68998,4,15.25,9,2.45
9.59963,8.42879,-5.71998,4,15.1,9,2.6
9.60808,8.43413,-5.74998,4,14.95,9,2.75
9.61669,8.43921,-5.77998,4,14.8,9,2.9
9.62545,8.44404,-5.80998,4,14.65,9,3.05
9.63435,8.4486,-5.82998,4,14.5,9,3.2
9.64334,8.45297,-5.85998,4,14.35,9,3.35
9.65246,8.45708,-5.87998,4,14.2,9,3.5
9.66166,8.461,-5.89998,4,14.05,9,3.65
9.67094,8.46474,-5.91998,4,13.9,9,3.8
9.68028,8.4683,-5.93998,4,13.75,9,3.95
9.6897,8.47166,-5.95998,4,13.6,9,4.1
9.69918,8.47484,-5.97998,4,13.45,9,4.25
9.70873,8.47782,-5.99998,4,13.3,9,4.4
9.71833,8.48062,-6.01998,4,13.15,9,4.55
9.72798,8.48322,-6.03998,4,13,9,4.7
9.73769,8.48563,-6.05998,4,12.85,9,4.85
9.74744,8.48784,-6.07998,4,12.7,9,5
9.75724,8.48986,-6.09998,4,12.55,9,5.15
9.76707,8.49168,-6.11998,4,12.4,9,5.3
9.77693,8.4933,-6.13998,4,12.25,9,5.45
9.78683,8.49473,-6.15998,4,12.1,9,5.6
9.79676,8.49596,-6.17998,4,11.95,9,5.75
9.8067,8.49699,-6.19998,4,11.8,9,5.9
9.81667,8.49782,-6.21998,4,11.65,9,6.05
9.82665,8.49845,-6.23998,4,11.5,9,6.2
9.83664,8.49888,-6.24998,4,11.35,9,6.35
9.84663,8.49922,-6.25998,4,11.5,9,6.5
9.85663,8.49945,-6.26998,4,11.65,9,6.65
9.88663,8.49984,-6.27998,4,11.8,9,6.8
9.92663,8.49997,-6.28998,4,11.95,9,6.95
10.0166,8.49936,-6.28998,4,12.1,9,7.1
10.1066,8.49875,-6.28998,4,12.25,9,7.25
10.1966,8.49813,-6.28998,4,12.4,9,7.4
10.2866,8.49752,-6.23998,4,12.55,9,7.55
10.3066,8.49839,-6.24998,4,12.7,9,7.4
10.3266,8.49905,-6.25998,4,12.85,9,7.25
10.3466,8.49951,-6.26999,4,13,9,7.1
10.3666,8.49978,-6.27999,4,13.15,9,6.95
10.4266,8.49997,-6.28999,4,13.3,9,6.8
10.5166,8.49936,-6.23999,4,13.45,9,6.65
10.6065,8.50324,-6.18999,4,13.6,9,6.5
10.6961,8.51162,-6.13999,4,13.75,9,6.35
10.7852,8.52446,-6.09999,4,13.9,9,6.2
10.8737,8.54086,-6.05999,4,14.05,9,6.05
10.9614,8.56078,-6.01999,4,14.2,9,5.9
11.0483,8.5842,-5.97999,4,14.35,9,5.75
11.1342,8.61107,-5.93999,4,14.5,9,5.6
11.219,8.64135,-5.89999,4,14.65,9,5.45
11.3025,8.675,-5.85999,4,14.8,9,5.3
11.3754,8.70786,-5.82999,4,14.95,9,5.15
11.4383,8.73851,-5.79998,4,15.1,9,5
11.5003,8.77103,-5.76998,4,15.25,9,4.85
11.5613,8.8054,-5.73998,4,15.4,9,4.7
11.6212,8.84158,-5.70998,4,15.55,9,4.55
11.6716,8.87412,-5.68998,4,15.4,9,4.4
11.7131,8.90207,-5.66998,4,15.25,9,4.25
11.754,8.93084,-5.64998,4,15.1,9,4.1
11.7943,8.96043,-5.62998,4,14.95,9,3.95
11.834,8.99082,-5.60998,4,14.8,9,3.8
11.8731,9.02199,-5.58998,4,14.65,9,3.65
11.9346,9.07311,-5.53998,4,14.5,9,3.5
11.9641,9.10018,-5.52998,4,14.35,9,3.35
11.9933,9.12754,-5.51998,4,14.2,9,3.2
12.0222,9.15519,-5.49998,4,14.05,9,3.05
12.0434,9.17635,-5.48998,4,13.9,9,2.9
12.0645,9.19773,-5.47998,4,13.75,9,2.75
12.0853,9.21932,-5.46998,4,13.6,9,2.6
12.1059,9.24111,-5.45998,4,13.45,9,2.45
12.1263,9.26311,-5.44998,4,13.3,9,2.6
12.1465,9.28532,-5.43998,4,13.15,9,2.75
12.1598,9.30025,-5.42998,4,13,9,2.9
12.173,9.31532,-5.41998,4,12.85,9,3.05
12.186,9.33052,-5.40998,4,12.7,9,3.2
12.1988,9.34585,-5.39998,4,12.55,9,3.35
12.2115,9.3613,-5.39998,4,12.4,9,3.5
12.2242,9.37676,-5.39998,4,12.25,9,3.65
12.2369,9.39221,-5.38998,4,12.1,9,3.8
12.2494,9.40779,-5.38998,4,11.95,9,3.95
12.262,9.42338,-5.37998,4,11.8,9,4.1
12.2743,9.43908,-5.36998,4,11.65,9,4.25
12.2866,9.45491,-5.35998,4,11.5,9,4.4
12.2986,9.47086,-5.34998,4,11.35,9,4.55
12.3046,9.4789,-5.34998,4,11.5,9,4.7
12.3105,9.48693,-5.34998,4,11.65,9,4.85
12.3165,9.49497,-5.34998,4,11.8,9,5
12.3224,9.50301,-5.34998,4,11.95,9,5.15
12.3284,9.51104,-5.34998,4,12.1,9,5.3
12.3343,9.51908,-5.34998,4,12.25,9,5.45
12.3403,9.52711,-5.34998,4,12.4,9,5.6
12.3463,9.53515,-5.34998,4,12.55,9,5.75
12.3522,9.54318,-5.34998,4,12.7,9,5.9
12.3582,9.55122,-5.34998,4,12.85,9,6.05
12.3641,9.55925,-5.34998,4,13,9,6.2
12.3701,9.56729,-5.34998,4,13.15,9,6.35
12.376,9.57533,-5.34998,4,13.3,9,6.5
12.382,9.58336,-5.34998,4,13.45,9,6.65
12.3879,9.5914,-5.33998,4,13.6,9,6.8
12.3938,9.59949,-5.32998,4,13.75,9,6.95
12.3996,9.60765,-5.31998,4,13.9,9,7.1
12.4053,9.61586,-5.30998,4,14.05,9,7.25
12.4109,9.62412,-5.28998,4,14.2,9,7.4
12.4164,9.6325,-5.26998,4,14.35,9,7.55
12.4217,9.64099,-5.24998,4,14.5,9,7.4
12.4268,9.64958,-5.22998,4,14.65,9,7.25
12.4317,9.65827,-5.20998,4,14.8,9,7.1
12.4365,9.66705,-5.18998,4,14.95,9,6.95
12.4411,9.67593,-5.16998,4,15.1,9,6.8
12.4455,9.68491,-5.14998,4,15.25,9,6.65
12.4498,9.69396,-5.12998,4,15.4,9,6.5
12.4538,9.7031,-5.10998,4,15.55,9,6.35
12.4577,9.71232,-5.08998,4,15.4,9,6.2
12.4614,9.72162,-5.06998,4,15.25,9,6.05
12.4649,9.73099,-5.04998,4,15.1,9,5.9
12.4682,9.74042,-5.02998,4,14.95,9,5.75
12.4713,9.74992,-5.00998,4,14.8,9,5.6
12.4742,9.75948,-4.98998,4,14.65,9,5.45
12.477,9.7691,-4.96998,4,14.5,9,5.3
12.4795,9.77877,-4.94998,4,14.35,9,5.15
12.4819,9.78849,-4.92998,4,14.2,9,5
12.484,9.79825,-4.90998,4,14.05,9,4.85
12.486,9.80806,-4.88998,4,13.9,9,4.7
12.4878,9.8179,-4.86998,4,13.75,9,4.55
12.4893,9.82778,-4.84998,4,13.6,9,4.4
12.4907,9.83768,-4.83998,4,13.45,9,4.25
12.492,9.8476,-4.82998,4,13.3,9,4.1
12.4932,9.85753,-4.81998,4,13.15,9,3.95
12.4942,9.86748,-4.80998,4,13,9,3.8
12.4952,9.87743,-4.79998,4,12.85,9,3.65
12.4961,9.88739,-4.78998,4,12.7,9,3.5
12.4969,9.89736,-4.77998,4,12.55,9,3.35
12.4975,9.90734,-4.76998,4,12.4,9,3.2
12.4981,9.91732,-4.75998,4,12.25,9,3.05
12.4986,9.92731,-4.74998,4,12.1,9,2.9
12.499,9.9373,-4.73998,4,11.95,9,2.75
12.4992,9.9473,-4.72998,4,11.8,9,2.6
12.4998,9.97729,-4.71998,4,11.65,9,2.45
12.5,10.0073,-4.70998,4,11.5,9,2.6
12.4998,10.0973,-4.70998,4,11.35,9,2.75
12.4996,10.1873,-4.70998,4,11.5,9,2.9
12.4993,10.2773,-4.70998,4,11.65,9,3.05
12.4991,10.3673,-4.70998,4,11.8,9,3.2
12.4989,10.4573,-4.70998,4,11.95,9,3.35
12.4987,10.5473,-4.70998,4,12.1,9,3.5
12.4985,10.6373,-4.70998,4,12.25,9,3.65
12.4983,10.7273,-4.70998,4,12.4,9,3.8
12.498,10.8173,-4.70998,4,12.55,9,3.95
12.4978,10.9073,-4.70998,4,12.7,9,4.1
12.4976,10.9973,-4.70998,4,12.85,9,4.25
12.4974,11.0873,-4.70998,4,13,9,4.4
12.4972,11.1773,-4.70998,4,13.15,9,4.55
12.4969,11.2673,-4.71998,4,13.3,9,4.7
12.4976,11.3473,-4.73998,4,13.45,9,4.85
12.4998,11.4273,-4.77998,4,13.6,9,5
12.5058,11.5171,-4.81998,4,13.75,9,5.15
12.5155,11.6065,-4.84998,4,13.9,9,5.3
12.5279,11.6957,-4.87998,4,14.05,9,5.45
12.5429,11.7844,-4.90998,4,14.2,9,5.6
12.5605,11.8727,-4.93998,4,14.35,9,5.75
12.5808,11.9604,-4.96998,4,14.5,9,5.9
12.6038,12.0474,-4.99998,4,14.65,9,6.05
12.6293,12.1337,-5.02998,4,14.8,9,6.2
12.6574,12.2192,-5.04998,4,14.95,9,6.35
12.6872,12.3041,-5.06998,4,15.1,9,6.5
12.7187,12.3884,-5.08998,4,15.25,9,6.65
12.7519,12.4721,-5.10998,4,15.4,9,6.8
12.7867,12.5551,-5.12998,4,15.55,9,6.95
12.8232,12.6373,-5.14998,4,15.4,9,7.1
12.8614,12.7188,-5.16998,4,15.25,9,7.25
12.9011,12.7996,-5.18998,4,15.1,9,7.4
12.9425,12.8795,-5.20998,4,14.95,9,7.55
12.9855,12.9586,-5.22998,4,14.8,9,7.4
13.03,13.0368,-5.24998,4,14.65,9,7.25
13.0761,13.1141,-5.25998,4,14.5,9,7.1
13.1229,13.191,-5.26998,4,14.35,9,6.95
13.1706,13.2673,-5.27998,4,14.2,9,6.8
13.2189,13.3432,-5.28998,4,14.05,9,6.65
13.2681,13.4186,-5.29998,4,13.9,9,6.5
13.318,13.4935,-5.30998,4,13.75,9,6.35
13.3686,13.5679,-5.31998,4,13.6,9,6.2
13.42,13.6418,-5.32998,4,13.45,9,6.05
13.4721,13.7152,-5.33998,4,13.3,9,5.9
13.525,13.788,-5.34998,4,13.15,9,5.75
13.5785,13.8604,-5.35998,4,13,9,5.6
13.6328,13.9321,-5.36998,4,12.85,9,5.45
13.6878,14.0034,-5.37998,4,12.7,9,5.3
13.7436,14.074,-5.38998,4,12.55,9,5.15
13.8,14.1442,-5.39998,4,12.4,9,5
13.8571,14.2137,-5.40998,4,12.25,9,4.85
13.9149,14.2827,-5.41998,4,12.1,9,4.7
13.9734,14.3511,-5.42998,4,11.95,9,4.55
14.0326,14.4189,-5.43998,4,11.8,9,4.4
14.0924,14.4861,-5.44998,4,11.65,9,4.25
14.153,14.5527,-5.45998,4,11.5,9,4.1
14.2142,14.6187,-5.46998,4,11.35,9,3.95
14.276,14.6841,-5.47998,4,11.5,9,3.8
14.3385,14.7488,-5.47998,4,11.65,9,3.65
14.401,14.8136,-5.47998,4,11.8,9,3.5
14.4635,14.8784,-5.47998,4,11.95,9,3.35
14.526,14.9431,-5.48998,4,12.1,9,3.2
14.5891,15.0073,-5.48998,4,12.25,9,3.05
14.6523,15.0714,-5.48998,4,12.4,9,2.9
14.7154,15.1355,-5.48998,4,12.55,9,2.75
14.7786,15.1997,-5.48998,4,12.7,9,2.6
14.8417,15.2638,-5.49998,4,12.85,9,2.45
14.9055,15.3273,-5.49998,4,13,9,2.6
14.9693,15.3908,-5.49998,4,13.15,9,2.75
15.033,15.4543,-5.49998,4,13.3,9,2.9
15.0968,15.5178,-5.49998,4,13.45,9,3.05
15.1606,15.5813,-5.50998,4,13.6,9,3.2
15.225,15.6442,-5.50998,4,13.75,9,3.35
15.2894,15.707,-5.50998,4,13.9,9,3.5
15.3538,15.7699,-5.50998,4,14.05,9,3.65
15.4182,15.8327,-5.51998,4,14.2,9,3.8
15.4833,15.8949,-5.51998,4,14.35,9,3.95
15.5483,15.9572,-5.51998,4,14.5,9,4.1
15.6133,16.0194,-5.51998,4,14.65,9,4.25
15.6784,16.0816,-5.52998,4,14.8,9,4.4
15.744,16.1431,-5.52998,4,14.95,9,4.55
15.8097,16.2047,-5.52998,4,15.1,9,4.7
15.8754,16.2663,-5.53998,4,15.25,9,4.85
15.9416,16.3272,-5.53998,4,15.4,9,5
16.0079,16.3881,-5.53998,4,15.55,9,5.15
16.0742,16.4489,-5.54998,4,15.4,9,5.3
16.141,16.5092,-5.54998,4,15.25,9,5.45
16.2079,16.5694,-5.54998,4,15.1,9,5.6
16.2748,16.6296,-5.55999,4,14.95,9,5.75
16.3422,16.6892,-5.55999,4,14.8,9,5.9
16.4097,16.7488,-5.55999,4,14.65,9,6.05
16.4772,16.8083,-5.56999,4,14.5,9,6.2
16.5377,16.8607,-5.56999,4,14.35,9,6.35
16.5982,16.913,-5.56999,4,14.2,9,6.5
16.6511,16.9588,-5.56999,4,14.05,9,6.65
16.7041,17.0046,-5.56999,4,13.9,9,6.8
16.757,17.0504,-5.57999,4,13.75,9,6.95
16.8028,17.0892,-5.57999,4,13.6,9,7.1
16.8485,17.128,-5.57999,4,13.45,9,7.25
16.8943,17.1668,-5.57999,4,13.3,9,7.4
16.9401,17.2056,-5.58999,4,13.15,9,7.55
16.9785,17.2376,-5.58999,4,13,9,7.4
17.017,17.2695,-5.58999,4,12.85,9,7.25
17.0555,17.3015,-5.58999,4,12.7,9,7.1
17.0939,17.3334,-5.59999,4,12.55,9,6.95
17.1249,17.3587,-5.59999,4,12.4,9,6.8
17.156,17.3839,-5.59999,4,12.25,9,6.65
17.187,17.4092,-5.59999,4,12.1,9,6.5
17.218,17.4344,-5.59999,4,11.95,9,6.35
